investigation_id,claim_id,status,priority,reason,final_decision
INV003215,CL026793,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003216,CL009702,CLOSED,LOW,policy created shortly before incident,INVESTIGATE_FURTHER
INV003217,CL027744,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003218,CL022898,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003219,CL025748,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003220,CL022435,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003221,CL007216,CLOSED,HIGH,anomalous pattern flagged by risk model,REQUEST_DOCUMENTS
INV003222,CL011724,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003223,CL005696,CLOSED,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003224,CL003483,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003225,CL007755,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value,
INV003226,CL021792,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003227,CL016002,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,REQUEST_DOCUMENTS
INV003228,CL011717,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003229,CL023965,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003230,CL009146,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003231,CL009688,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003232,CL010997,IN_PROGRESS,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003233,CL017029,CLOSED,MEDIUM,policy created shortly before incident; repair shop has an elevated historical investigation rate,APPROVE
INV003234,CL006461,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003235,CL015722,CLOSED,HIGH,policy created shortly before incident; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003236,CL028635,IN_PROGRESS,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003237,CL019490,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003238,CL012275,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003239,CL005546,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV003240,CL004406,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003241,CL018084,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003242,CL015754,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003243,CL002521,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003244,CL012856,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003245,CL015080,CLOSED,MEDIUM,anomalous pattern flagged by risk model,REQUEST_DOCUMENTS
INV003246,CL014251,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003247,CL021961,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003248,CL010242,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003249,CL008226,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003250,CL013878,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003251,CL017863,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003252,CL020220,IN_PROGRESS,MEDIUM,policy created shortly before incident; repair shop has an elevated historical investigation rate,
INV003253,CL002921,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003254,CL018052,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003255,CL005289,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003256,CL023061,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003257,CL011289,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003258,CL000884,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV003259,CL026774,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003260,CL013798,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value,APPROVE
INV003261,CL001943,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003262,CL026121,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003263,CL024407,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003264,CL013593,CLOSED,LOW,multiple previous claims on record,APPROVE
INV003265,CL002069,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003266,CL014863,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003267,CL016620,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003268,CL006194,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003269,CL011034,IN_PROGRESS,MEDIUM,repair shop has an elevated historical investigation rate,
INV003270,CL022671,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003271,CL001248,IN_PROGRESS,HIGH,multiple previous claims on record,
INV003272,CL008793,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003273,CL007525,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003274,CL026670,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003275,CL012949,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003276,CL023304,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003277,CL022037,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003278,CL016713,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV003279,CL017756,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003280,CL005906,CLOSED,MEDIUM,repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003281,CL020734,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003282,CL023603,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003283,CL018810,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003284,CL014416,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003285,CL012573,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003286,CL024856,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003287,CL020253,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003288,CL001636,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003289,CL024646,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003290,CL019935,CLOSED,HIGH,anomalous pattern flagged by risk model,REQUEST_DOCUMENTS
INV003291,CL023829,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003292,CL017248,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003293,CL000247,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003294,CL013668,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003295,CL026197,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003296,CL023842,CLOSED,HIGH,multiple previous claims on record,REQUEST_DOCUMENTS
INV003297,CL009925,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003298,CL008630,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003299,CL016194,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003300,CL015142,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003301,CL019997,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003302,CL027143,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003303,CL025231,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003304,CL014329,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003305,CL013296,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REJECT
INV003306,CL009735,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003307,CL009067,IN_PROGRESS,MEDIUM,short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003308,CL007094,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003309,CL013562,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003310,CL023833,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003311,CL021156,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003312,CL026734,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003313,CL025595,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; short interval since previous claim,
INV003314,CL016029,CLOSED,MEDIUM,policy created shortly before incident; short interval since previous claim,APPROVE
INV003315,CL012389,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003316,CL000861,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003317,CL028792,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003318,CL014822,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003319,CL017212,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003320,CL009654,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003321,CL010484,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003322,CL028581,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003323,CL028335,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV003324,CL023280,CLOSED,LOW,multiple previous claims on record,APPROVE
INV003325,CL027576,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003326,CL025599,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003327,CL007814,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003328,CL018163,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV003329,CL009615,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003330,CL007990,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003331,CL019223,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003332,CL016514,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value,REQUEST_DOCUMENTS
INV003333,CL019241,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,REQUEST_DOCUMENTS
INV003334,CL029358,CLOSED,MEDIUM,repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003335,CL000508,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003336,CL013968,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV003337,CL015827,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003338,CL017128,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003339,CL017614,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003340,CL001466,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003341,CL026342,CLOSED,MEDIUM,multiple previous claims on record,REQUEST_DOCUMENTS
INV003342,CL022152,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003343,CL021377,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003344,CL006733,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003345,CL016837,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; repair shop has an elevated historical investigation rate,REJECT
INV003346,CL029533,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003347,CL024403,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003348,CL012616,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003349,CL013489,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003350,CL002538,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV003351,CL001747,IN_PROGRESS,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003352,CL001959,IN_PROGRESS,MEDIUM,anomalous pattern flagged by risk model,
INV003353,CL014175,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003354,CL022716,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value,APPROVE
INV003355,CL027904,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003356,CL008889,IN_PROGRESS,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003357,CL000059,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003358,CL000235,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003359,CL017402,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record,APPROVE
INV003360,CL009257,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003361,CL009085,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003362,CL007752,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,
INV003363,CL026797,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003364,CL019372,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003365,CL000769,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV003366,CL008921,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003367,CL002104,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003368,CL002530,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003369,CL018243,CLOSED,MEDIUM,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,REJECT
INV003370,CL018180,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003371,CL020388,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003372,CL014217,IN_PROGRESS,HIGH,multiple previous claims on record,
INV003373,CL012566,IN_PROGRESS,MEDIUM,policy created shortly before incident; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003374,CL025220,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003375,CL021888,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value,
INV003376,CL002582,IN_PROGRESS,HIGH,repair shop has an elevated historical investigation rate,
INV003377,CL015460,IN_PROGRESS,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003378,CL009601,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV003379,CL008798,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003380,CL002508,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003381,CL029782,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003382,CL015028,CLOSED,HIGH,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV003383,CL000407,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003384,CL002724,IN_PROGRESS,HIGH,policy created shortly before incident,
INV003385,CL019030,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003386,CL007876,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003387,CL025944,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003388,CL027585,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003389,CL006314,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003390,CL017364,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003391,CL024411,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003392,CL016399,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003393,CL028312,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV003394,CL022606,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003395,CL010331,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,
INV003396,CL022112,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003397,CL001212,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003398,CL004864,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003399,CL022525,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,APPROVE
INV003400,CL029272,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003401,CL020192,CLOSED,LOW,short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003402,CL006822,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV003403,CL003343,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003404,CL005384,CLOSED,LOW,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV003405,CL006949,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV003406,CL011305,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV003407,CL026572,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV003408,CL000444,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV003409,CL009757,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003410,CL019305,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003411,CL002076,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003412,CL021929,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003413,CL011450,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003414,CL004168,CLOSED,LOW,multiple previous claims on record,REQUEST_DOCUMENTS
INV003415,CL026323,IN_PROGRESS,MEDIUM,policy created shortly before incident; multiple previous claims on record,
INV003416,CL018861,IN_PROGRESS,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003417,CL023767,CLOSED,MEDIUM,multiple previous claims on record,INVESTIGATE_FURTHER
INV003418,CL003193,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003419,CL028894,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV003420,CL007166,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV003421,CL013074,CLOSED,LOW,short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV003422,CL009117,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV003423,CL014407,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003424,CL018886,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV003425,CL026531,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003426,CL010974,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003427,CL015273,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003428,CL028249,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV003429,CL029016,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003430,CL006524,IN_PROGRESS,LOW,claim amount high relative to vehicle value; repair shop has an elevated historical investigation rate,
INV003431,CL009122,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV003432,CL004053,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003433,CL027797,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV003434,CL014085,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003435,CL012842,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003436,CL005379,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV003437,CL005410,IN_PROGRESS,MEDIUM,policy created shortly before incident; repair shop has an elevated historical investigation rate,
INV003438,CL012030,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV003439,CL026962,CLOSED,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV003440,CL017800,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003441,CL012857,CLOSED,HIGH,claim amount high relative to vehicle value,APPROVE
INV003442,CL020551,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV003443,CL001012,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV003444,CL016774,CLOSED,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REJECT
INV003445,CL018359,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003446,CL010551,IN_PROGRESS,LOW,multiple previous claims on record,
INV003447,CL021932,IN_PROGRESS,HIGH,multiple previous claims on record,
INV003448,CL009014,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003449,CL028351,IN_PROGRESS,HIGH,short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003450,CL010701,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV003451,CL020711,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV003452,CL003257,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim,
INV003453,CL019790,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV003454,CL004266,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003455,CL012052,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV003456,CL000146,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,REJECT
INV003457,CL001823,IN_PROGRESS,HIGH,multiple previous claims on record,
INV003458,CL016589,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
